"review_title","review_rating","review_text","review_verified","page_number","agency_name","review_date"
"Competenza e gentilezza del personale",5,NA,TRUE,43,"RimborsoalVolo.it ",2023-11-06 17:33:25
"Servizio Eccellente!",5,"Servizio Eccellente! Il rimborso mi è arrivato dopo un anno e 3 tre mesi ma non sono mancati aggiornamenti sullo stato di avanzamento della pratica e le tempistiche di attesa. Sono davvero soddisfatta del servizio, veramente bravi!",TRUE,43,"RimborsoalVolo.it ",2023-11-06 12:43:33
"Ho richiesto assistenza ad inizio Giugno 2023",5,"Ho richiesto assistenza ad inizio giugno 2023 tramite il sito, inoltrando la documentazione richiesta. Tramite mail sono stato informato dei vari passaggi per l'andamento della pratica. Ho notato da subito la massima disponibilità ed efficienza fino ad ottenere in breve tempo il massimo del rimborso.",TRUE,43,"RimborsoalVolo.it ",2023-11-06 09:42:57
"Finalmente",5,"Non conoscevo qsto sito prima di adesso, dopo averlo provato adesso lo consiglio a chiunque. Finalmente qualcuno che si prende cura di noi passeggeri. Grazie",TRUE,43,"RimborsoalVolo.it ",2023-11-06 02:06:46
"Rimborso velocissimo",5,NA,TRUE,43,"RimborsoalVolo.it ",2023-11-05 20:27:18
"Pienamente soddisfatto!",5,"È la terza volta che mi affido a rimborsoalvolo.it , e devo dire che sono pienamente soddisfatto della loro efficienza. Mi hanno sempre tenuto aggiornato e dopo 7-8 mesi ho ricevuto il bonifico sul conto corrente,senza tirare fuori un centesimo.Che dire, super consigliato!!!",TRUE,43,"RimborsoalVolo.it ",2023-11-05 19:54:54
"Rimborso ricevuto!",5,"Nonostante i tempi del rimborso non siano stati brevi, il servizio è molto efficiente, anche nei mesi di attesa le nostre mail con richiesta di aggiornamento hanno sempre ricevuto risposte pronte e cordiale e soprattutto, alla fine, abbiamo ottenuto esattamente quanto speravamo.",TRUE,43,"RimborsoalVolo.it ",2023-11-05 19:45:08
"Persone competenti e davvero…",5,"Persone competenti e davvero disponibili e gentili.",TRUE,43,"RimborsoalVolo.it ",2023-11-05 19:01:14
"Infinito....",2,"Una pratica  che doveva essere chiusa già da tempo visto che per legge il rimborso per un volo cancellato è di diritto .Ma non avendo tempo per dedicarmi l'ho dato a Voi, che a parte non ottenendo neanche il dovuto ci avete messo un infinità di tempo!",TRUE,43,"RimborsoalVolo.it ",2023-11-05 18:54:42
"Alla fine è  arrivato quanto promesso",5,NA,TRUE,43,"RimborsoalVolo.it ",2023-11-05 18:22:41
"Ci vuole pazienza …",4,"Due pratiche aperte una andata a buon fine la seconda in attesa da agosto , il fatto che sia gratuito pareggia le attese resto fiduciosa!",TRUE,43,"RimborsoalVolo.it ",2023-11-07 11:43:26
"ho dovuto solo aspettare",5,"ho dovuto solo aspettare, hanno fatto tutto loro e mi sono ritrovato i soldi sul conto per un volo per new york operato da ita airways che ha ritardato di oltre 6 ore. In circa 6 mesi ho ottenuto il rimborso (fine marzo 2023 la “denuncia” su rimborso al volo, primi di novembre 2023 ho ricevuto i soldi sul conto).",TRUE,43,"RimborsoalVolo.it ",2023-11-05 17:58:10
"Il supporto eccezionale da parte di Rimborsoalvolo…",5,"Il supporto da parte di Rimborsoalvolo é stato veloce ed efficace.tramite mail sono stato assistito da operatori molto preparati pronti a rispondere ai quesiti che venivano posti da parte mia. In tempi brevi ho ottenuto il mio risarcimentoConsiglio a tutti Rimborsoalvolo.Grazie milleAlessandro",TRUE,43,"RimborsoalVolo.it ",2023-11-05 16:33:26
"Mi sono trovato benissimo",5,"Mi sono trovato benissimo. Tutto ok.",TRUE,43,"RimborsoalVolo.it ",2023-11-05 16:33:04
"Azienda seria ed efficiente.",4,"Per quanto mi riguarda l’azienda RimborsoalVolo ha lavorato molto bene con serietà ed efficienza e per questo li ringrazio. Poi per quanto riguarda la somma rimborsata non sono soddisfatto  mi aspettavo molto di più. Per  colpa della compagnia aerea che ha smarrito  il mio bagaglio… lontano da casa a 10mila klm ,ho passato le pene dell’inferno, sono stati i 15 giorni più brutti e pesanti che mi siamo mai capitati.",TRUE,43,"RimborsoalVolo.it ",2023-11-05 14:53:49
"Rimborso vero zero costi",5,"Grazie davvero ! Finalmente un rimborso vero e senza costi ! Dopo svariati siti finalmente uno che prende in carico la problematica sul serio e fornisce un servizio impeccabile ,restituendomi i soldi che almeno rendono una brutta esperienza vissuta un po’ più leggera ,ad aspettare le compagnie aeree non si riceve niente nonostante il disagio creato .",TRUE,43,"RimborsoalVolo.it ",2023-11-05 02:06:56
"Non ci credevo ma è tutto vero!",5,"All'inizio non mi fidavo...tutto troppo semplice...e invece tutto vero e rimborso ottenuto! Super!",TRUE,43,"RimborsoalVolo.it ",2023-11-03 18:31:51
"Servizio perfetto!",5,"Ottimo servizio per far valere i propri diritti di passeggero secondo le regole europee. RimborsoalVolo è una società estremamente affidabile con un servizio clienti reattivo ed efficiente. Le tempistiche per ottenere il rimborso non sono brevi, ma i tempi sono legati alla burocrazia necessaria per tutte le pratiche. Il rimborso dell'intero importo viene effettuato direttamente sul conto corrente dalla compagnia aerea e la società RimborsoalVolo non trattiene una percentuale del rimborso come fanno altre aziende che offrono lo stesso servizio.Consigliatissimo!",FALSE,43,"RimborsoalVolo.it ",2023-11-03 17:12:33
"Ottima esperienza",5,"Bravissimi e professionali! Super consigliati.",TRUE,43,"RimborsoalVolo.it ",2023-11-03 11:29:08
"Rimborso Ryanair",5,"la pratica promossa nei confronti di Ryanair per il volo FR4802 del 09/06/2022 con Rimborso al Volo ha avuto esito positivo! Siamo ben lieti di aver ricevuto oggi un bonifico di 500€ senza aver dovuto pagare alcuna somma alla società Rimborso al volo per il lavoro compiuto. Ancora grazie da parte mia e di mio marito.",FALSE,43,"RimborsoalVolo.it ",2023-11-02 14:04:37
"Cortesia, massima disponibilità e competenza",5,"Dal primo contatto con Rimborsoalvolo ho avuto l'impressione di una società seria, molto disponibile e, nel prosieguo, ho apprezzato moltissimo l'attenzione costante al cliente e la continua attività di informazione.Sono riusciti a farmi ottenere tutto ciò che aspettavo.Consiglio VIVAMENTE tutti coloro che si trovassero nelle condizioni di rivalersi con compagnie aeree per disservizi subiti, di avvalersi di Rimborsoalvolo.",TRUE,44,"RimborsoalVolo.it ",2023-11-02 13:56:42
"Ottimo",5,"Semplice, chiaro, rapido, a costo zero. Cosa volere di più?",TRUE,44,"RimborsoalVolo.it ",2023-11-01 22:18:47
"Tutto bene",5,"Tutto bene. Nel giro di un anno ho ricevuto il mio rimborso. Mi hanno sempre tenuto aggiornato e risposto alle mie mail.",TRUE,44,"RimborsoalVolo.it ",2023-11-01 18:46:11
"Non mi aspettavo minimamente che…",5,"Non mi aspettavo minimamente che potreste riuscirci!siete fantastici Grazie Grazie Grazie!!!",TRUE,44,"RimborsoalVolo.it ",2023-11-01 10:10:07
"I migliori!!!!!",5,"Sono stati bravissimi, sono riusciti a farmi risarcire piu di 600€ quando io ne avevo spesi 300€.Numeri 1 lo consiglio a tutti",TRUE,44,"RimborsoalVolo.it ",2023-11-01 06:33:31
"Piacevolmente soddisfatta …",5,"Sono soddisfatta perché sono riusciti  ad ottenere quel che mi spettava ma a lungo negatomi dalla  compagnia aerea.È  trascorso tempo ma hanno portato a buon fine il rimborso.",TRUE,44,"RimborsoalVolo.it ",2023-10-27 21:38:49
"Un servizio molto utile anche fidabile",5,NA,TRUE,44,"RimborsoalVolo.it ",2023-10-27 21:15:10
"Azienda seria e professionale",5,NA,TRUE,44,"RimborsoalVolo.it ",2023-10-27 18:10:15
"Davvero molto competenti",5,"Davvero molto competenti. Bravi ragazzi e grazie !",TRUE,44,"RimborsoalVolo.it ",2023-10-27 09:33:52
"RimborsoalVolo ECCELLENTE",5,"RimborsoalVolo mi ha permesso di avere il risarcimento per il ritardo di un volo da Londra; ho scoperto per caso questo servizio e devo dire che è davvero ottimo. Per il viaggiatore non ci sono costi e, grazie alla professionalità, si ottengono i soldi senza preoccuparsi dei cavilli burocratici. Lo consiglio e lo userò ancora",TRUE,44,"RimborsoalVolo.it ",2023-10-26 21:07:20
"Tempi celeri,indennizzo…",5,"Tempi celeri,indennizzo assicurato,professionalità e cortesia ma soprattutto zero problemi e perdite di tempo,zero spese,precisi e puntuali😊😊😊🔝🔝🔝",FALSE,44,"RimborsoalVolo.it ",2023-10-26 10:51:28
"Volo cancellato - Rimborso spese e compensazione",5,"Volo Easyjet di cancellato quando ormai eravamo in aeroporto. La compagnia non offre nessun tipo di assistenza: niente volo alternativo, niente albergo, niente pasti, niente di niente.Grazie al supporto legale gratuito di Rimborso al Volo sono riuscito ad ottenere il rimborso delle spese extra sostenute, e anche una compensazione aggiuntiva di 250€ a testa.Tra tutto ci è voluto poco più di un anno, ma i tempi della giustizia italiana purtroppo sono questi. Rimborso al Volo ha gestito la pratica sempre in maniera puntuale e tempestiva.",FALSE,44,"RimborsoalVolo.it ",2023-10-25 16:23:42
"Eccezionali!",5,"Basta solo una parola : E C C E Z I O N A L I ! Sono sempre stata molto diffidente in merito a questo tipo di siti, ma essendomi stato consigliato da mio cugino che ha risolto un problema importante con successo ho deciso anche io di affidarmi a loro. Che dire? Servizio impeccabile e a costo zero! Ho ricevuto un consistente rimborso per un volo Wizzair (compagnia dalla quale è mooooolto difficile farsi rimborsare) in tempi relativamente brevi! Mandata la richiesta nel giro di pochi giorni hanno iniziato la pratica con Wizz a luglio. Ho ricevuto molti aggiornamenti tramite mail, e Il 22 agosto mi hanno comunicato che la mia pratica aveva avuto esito positivo E che avrei ricevuto i miei soldi in 90 giorni lavorativi. Oggi, 25 ottobre ho il rimborso sul mio conto! Sono super felice! Oltre alla competenza devo assolutamente menzionare la loro gentilezza e prontezza nel rispondere, sono disponibilissimi e molto attenti al cliente. Se avessi saputo prima di questo sito mi sarei rivolta a loro anche in passato! Sono davvero contentissima e li stra consiglio, non potevo fare scelta migliore! Grazie!!!",FALSE,44,"RimborsoalVolo.it ",2023-10-25 10:33:18
"Super gentili e professionali",5,NA,TRUE,44,"RimborsoalVolo.it ",2023-10-25 08:50:41
"Seri e professionali",4,NA,TRUE,44,"RimborsoalVolo.it ",2023-10-24 20:42:24
"Eccellente il",4,"Eccellente ilServizio quasi veloce, bisogna velocizzare le vari fasi della pratica è alta qualità bravussimi",TRUE,44,"RimborsoalVolo.it ",2023-10-24 20:30:22
"Eccellente",5,"Buona comunicazione e professionalità. Risultati positivi garantiti. Mi hanno aiutato ad ottenere il rimborso per il volo cancellato da Parigi-Roma 10/Marzo/2023. Grazie infiniteConsiglio assolutamente a tutti di provare a chiedere l'aiuto di ""RimborsoalVolo""",TRUE,44,"RimborsoalVolo.it ",2023-10-24 20:08:46
"IMPECCABILI",5,"Giugno 2020 Volotea cancella i seguenti voli per motivazione COVID, il Governo aveva gia' dato il via libera a tutti gli spostamenti:Cagliari · Ancona 9 giugno 2020 volo:  V7  1550Ancona · Cagliari 16 giugno 2020 volo:  V7  1551Avevo acquistato i biglietti per l'importo di 135,50 euro per me e mia moglie.Chiedo immediatamente a Volotea il rimborso della somma versata e mi viene risposto che non restituiranno i soldi ma mi verrá dato un Voucher valido 12 mesi.Scrivo, inutilmente, decine di PEC a Volotea, all'ENAV, all'Associazione consumatori ad Altroconsumo e altri protestando contro il comportamento del Vettore.Trascorso un anno tra lettere e telefonate dove venivo letteralmente ""RIMBALZATO"", sfiduciato da 1000 tentativi, decido di dare tutto in mano a RimborsoalVolo , non vi nascondo che ero assolutamente scettico ma era l'ultima spiaggia.RimborsoalVolo  mi chiede la documentazione in mio possesso, esamina il caso e accoglie il mio ricorso, il tutto nel giro di 24/48 ore.Tentano inutilmente un accordo che la compagnia aerea respinge, fanno ricorso al Giudice di pace competente (Venezia), viene iscritta la causa il 18/01/2022 e fissata l'udienza per il 17/01/2023.Qualche giorno prima dell'udienza RimborsoalVolo mi comunica di aver raggiunto un accordo amichevole con Volotea e che quest'ultima avrebbe emesso il risarcimento totale di 635,50 (500 euro di penale e 135,50 di rimborso biglietti)  in mio favore entro circa 4 mesi.Volotea NON rispetta l'accordo ma RimborsoalVolo che aveva solo rinviato l'udienza in attesa del pagamento al 21/11/2023 continua l'azione legale e Volotea questa volta ottempera agli accordi e il 20/10/2023 mi viene accreditato l'importo di 635,50 euro!Dopo 3 anni e 4 mesi grazie al lavoro e all'impegno di RimborsoalVolo, senza alcuna spesa da parte mia, ho ottenuto i miei soldi ma sopratutto l'immensa soddisfazione di aver vinto sulla prepotenza di Volotea.Grazie di cuore a tutte le persone che mi hanno assistito, sempre con tanta cordialitá, spiegandomi, passo dopo passo, tutte le varie fasi del procedimento.Giorgio Sansoni",FALSE,44,"RimborsoalVolo.it ",2023-10-23 18:39:28
"Garanzia del risultato",5,"Servizio serio, che garantisce un’ottima informazione sullo stato della pratica",TRUE,44,"RimborsoalVolo.it ",2023-10-23 15:07:10
"Efficace e veloce",5,"Il servizio è stato molto preciso, lineare ed efficace. I tempi chiaramente sono quelli burocratici. Ma ci siamo sentiti sempre seguiti e aggiornati senza nessun tipo di problema o fatica.",TRUE,44,"RimborsoalVolo.it ",2023-10-23 12:13:23
"Professionali!",5,"Servizio eccezionale!il 27 marzo del 2022 il mio volo subiva 5 ore di ritardo, un po' scettica seguo le procedure indicate per poter chiedere un risarcimento tramite Rimborso al volo, e a distanza di un anno quando ormai non ci pensavo neanche più arriva la sentenza favorevole! Professionali, ti seguono in tutto, e tutto gratuitamente",TRUE,45,"RimborsoalVolo.it ",2023-10-23 11:07:42
"Persone molto qualificate e super…",5,"Persone molto qualificate e super disponibili.sono riuscita ad ottenre il mio rimborso per un ritardo volo pari a 6 ore.super consigliato",TRUE,45,"RimborsoalVolo.it ",2023-10-23 10:26:17
"Ci siamo trovati benissimo!",5,"Ci siamo trovati benissimo, siamo stati messi in contatto con la Sig.ra Nicoletta, che ha risposto prontamente ad ogni mail o dubbio che abbiamo avuto lungo il percorso. Non credevo possibile che ci sarebbe stato un rimborso, invece mi sono ricreduta. Assolutamente da consigliare!",TRUE,45,"RimborsoalVolo.it ",2023-10-23 08:46:50
"Ottenuto rimborso in poco tempo e con…",5,"Ottenuto rimborso in poco tempo e con la minima fatica!",TRUE,45,"RimborsoalVolo.it ",2023-10-22 22:58:41
"Ottimo aiuto",5,"Tempo fa mi è stato cancellato un volo per il rientro a casa.Dovendo rientrare urgentemente sono stato costretto ad acquistare dei biglietti con un costo notevole.Ho avviato la procedura di rimborso e grazie a loro sono riuscito a rientrare in possesso dei soldi spesi per colpa di una compagnia poco seria.Ovviamente i tempi non sono corti a causa dei procedimenti burocratici molto lunghi, però sono sempre stato tenuto in considerazione e aggiornato per ogni sviluppo.Consiglio vivamente a tutti.",TRUE,45,"RimborsoalVolo.it ",2023-10-22 21:00:51
"Professionalità ed Efficienza",5,"Pratica complicata risolta con estrema professionalità ed efficienza.Complimenti a tutto il team.Veramente una bella scoperta ed una wsperienza positivissima.",TRUE,45,"RimborsoalVolo.it ",2023-10-22 20:11:18
"PAZIENTATE CHE ARRIVANO GRATUITAMENTE",5,"Ero parecchio scettico a riguardo ma mi sono affidato a loro, dopo 11 mesi ho avuto il mio indenizzo di 600 euro!! Ragazzi pazientate che ne vale sicuramente la pena, le tempistiche purtroppo non dipendono da loro ma vi assicuro che svolgono con competenza e professionalità le vostre pratiche, soprattuto GRATUITAMENTE, ne ho altre 2 aperte con loro gia vinte a favore nostro, adesso mi tocca pazientare per ricevere altri 550 euro!",TRUE,45,"RimborsoalVolo.it ",2023-10-22 19:57:11
"Ineccepibile",5,"Wizz Air aveva cancellato il mio volo alle 6 del mattino , senza preavviso né soluzioni. Ho perso due giorni per riusciste a partire da altro Aereoporto da Milano a Napoli. Ci sono voluti 12 mesi ma alla fine mi hanno fatto ottenere tutto quanto ho dovuto spendere in più per proseguire il mio viaggio. Consiglio a chiunque.",TRUE,45,"RimborsoalVolo.it ",2023-10-22 19:42:28
"Sempre puntuali e precisi.",5,NA,TRUE,45,"RimborsoalVolo.it ",2023-10-22 19:42:21
"Servizio eccellente! Bravi!",5,"Sito facilissimo che mi ha piacevolmente sorpreso. Ho ricevuto il rimborso in 4 mesi circa (forse sono stato particolarmente fortunato) ma il sito fantastico mi ha sembra aggiornato passo passo. Trovo difficile migliorare questo servizio, perchè nel mio caso è stato eccellente.Bravi complimenti.",TRUE,45,"RimborsoalVolo.it ",2023-10-22 19:40:48
"Professionalità e impegno",5,"Professionalità e impegno sono state  una formula vincente che ha contraddistinto la mia esperienza.Va assolutamente riconosciuto un ottimo lavoro!",TRUE,45,"RimborsoalVolo.it ",2023-10-22 18:56:46
"Veloci",5,"Veloci, precisi ed efficaci!",TRUE,45,"RimborsoalVolo.it ",2023-10-22 18:45:00
"I tempi sono lunghi",4,"I tempi sono lunghi, so che questo non è un problema loro. Ma comunque durante quel periodo sarebbe bello avere al meno una mail per settimana dicendo, tranquilo che stiamo lavorando e non abbiamo aggiornamenti del tuo caso ma siamo qui. Il resto tutto bene, grazie mille",TRUE,45,"RimborsoalVolo.it ",2023-10-22 14:52:27
"Rimborso ricevuto per intero più o meno…",5,"Rimborso ricevuto per intero più o meno in un anno. Tutti gentili",TRUE,45,"RimborsoalVolo.it ",2023-10-22 10:13:23
"Avevo fatto la richiesta di rimborso un…",5,"Avevo fatto la richiesta di rimborso un po’ per giustizia perché mi sentivo presa in giro dalla compagnia, ma allo stesso tempo credevo che rimborso al volo fosse una fregatura uguale. Invece mi son dovuta ricredere, perché oltre ad essere stati sempre disponibili con la mia pratica, mi hanno veramente rimborsato i soldi del volo perso. Grazie mille",TRUE,45,"RimborsoalVolo.it ",2023-10-22 09:42:01
"Rimborso ottenuto",5,"Gentili, disponibili, ci hanno fatto ottenere  il rimborso.",TRUE,45,"RimborsoalVolo.it ",2023-10-22 08:16:33
"Esperienza molto positiva",5,"Mi sono rivolta a rimborso al volo omai rassegnata di non ricevere mai i soldi del volo cancellato senza preavviso.Con grande sorpresa hanno subito preso in mano la situazione e richiedendo solo un po di pazienza mi hanno fatto recuperare anche i soldi di tutte le spese sostenute per recaeci sul posto con altri mazzi di trasporto.Molto efficienti e competenti nessuna spesa.Grazie ancora",TRUE,45,"RimborsoalVolo.it ",2023-10-22 07:14:07
"Esperienza ottima",5,"Esperienza ottima! Assistenza impeccabile sempre disponibili per qualsiasi cosa!",TRUE,45,"RimborsoalVolo.it ",2023-10-22 04:10:34
"Solerti e corretti",5,"Solerti e corretti. Subito dopo avere inoltrato la richiesta di rimborso ho ricevuto risposta, dopo poco tempo è stato effettuato il rimborso. Grazie.",TRUE,45,"RimborsoalVolo.it ",2023-10-21 22:40:14
"fantastici",5,NA,TRUE,45,"RimborsoalVolo.it ",2023-10-21 19:29:59
"Perfetti",5,"Efficienti nei tempi, sempre puntuali per qualunque dubbio/chiarimento, ottimi nel complesso",TRUE,46,"RimborsoalVolo.it ",2023-10-21 19:19:36
"Dopo 1 anno abbiamo ricevuto il…",5,"Dopo 1 anno abbiamo ricevuto il rimborso, il personale di rimborsoalvolo.it, sono stati attenti e ci hanno sempre aggiornato durante il processo.Molto consigliato!",TRUE,46,"RimborsoalVolo.it ",2023-10-21 17:41:24
"Un anno e 4 mesi per ottenere il…",5,"Un anno e 4 mesi per ottenere il rimborso seguendo tutto l’iter. Precisi e puntuali. Indispensabili direi.",TRUE,46,"RimborsoalVolo.it ",2023-10-21 17:11:40
"Gentilezza",4,"Ci e’ voluto un po di tempo e un po di solleciti ma alla fine sono riuscita ad ottenere il mio rimborso. Gentilissimi e disponibilissimi.",TRUE,46,"RimborsoalVolo.it ",2023-10-21 17:03:35
"Ritorno da londra",5,"Assistensa puntuale ed efficiente",TRUE,46,"RimborsoalVolo.it ",2023-10-21 15:12:38
"Consigliato",5,"Assistenza gentile e premurosa, ottimo servizio!",TRUE,46,"RimborsoalVolo.it ",2023-10-21 12:32:03
"Rimborso ricevuto",5,"Esperienza davvero positiva. La Lufthansa aveva cancellato a me e mia figlia minorenne la coincidenza da Frankfurt a Bremen con poco preavviso a luglio 2022 ,  così ho dovuto prenotare un treno notturno per arrivare in tempo per il matrimonio di mia sorella. Siccome la compagnia non ha preso minimamente in considerazione la mia richiesta di rimborso mi sono rivolta a "" Rimborso al Volo "" e loro dopo un anno sono riusciti a farmi riavere tutto quello che mi spettava compreso il viaggio in prima classe con il treno, senza spendere un euro. I tempi sono stati lunghi ma loro hanno sempre risposto alle mie domande e mi hanno tenuta informata passo passo. Bravi davvero , consiglio vivamente a tutti di rivolgersi a loro per qualsiasi problema che riguarda i voli e qualsiasi compagnia aerea",FALSE,46,"RimborsoalVolo.it ",2023-10-21 11:51:49
"Ottima esperienza",5,"Ottima esperienza, ovviamente non è una cosa immediata ma lo consiglio vivamente.",TRUE,46,"RimborsoalVolo.it ",2023-10-21 10:42:38
"Servizio affidabile e preciso",5,NA,TRUE,46,"RimborsoalVolo.it ",2023-10-21 10:38:16
"Esperienza molto positiva",5,"Esperienza molto positiva. A seguito di un volo cancellato ed impossibilità di ottenere risposte dalla compagnia aerea, mi sono rivolto a “rimborso al volo”. In 6 mesi ho ricevuto il rimborso.",TRUE,46,"RimborsoalVolo.it ",2023-10-21 09:09:28
"Numeri uno.",5,"Sono estremamente soddisfatto del servizio di rimborso dei voli aerei che ho utilizzato recentemente. Grazie a loro, ho ottenuto un rimborso di 600 euro. Il processo è stato estremamente semplice e veloce, e il personale è stato estremamente cortese e disponibile. Non avrei mai pensato di poter ottenere un rimborso così significativo senza il loro aiuto. Li raccomando vivamente a chiunque abbia avuto problemi con un volo e cerchi un modo per ottenere il proprio denaro indietro.",TRUE,46,"RimborsoalVolo.it ",2023-10-21 07:44:36
"Top professionalità legale",5,"Perfetta assistenza legale per rimborso di volo Ryanair.....",TRUE,46,"RimborsoalVolo.it ",2023-10-21 07:10:40
"Ottima",5,"Ottima esperienza di rimborso , ho aspettato per le pratiche burocratiche ma alla fine ho ottenuto i soldi che neanche un agezia viaggi mi avrebbe fatto avere",TRUE,46,"RimborsoalVolo.it ",2023-10-21 02:27:20
"Tutto ok",5,"Il supporto è andato a buon fine Grz",TRUE,46,"RimborsoalVolo.it ",2023-10-20 20:56:59
"Sito consigliato da un amico.",5,"Sito consigliato da un amico.Si spera sempre che i voli aerei siano sempre in orario e non creino disagi alle nostre pianificazioni, ma quando è capitato ho potuto usufruire della loro professionalità",TRUE,46,"RimborsoalVolo.it ",2023-10-20 20:46:54
"Team competente e rimborso arrivato in…",5,"Team competente e rimborso arrivato in tempi brevi",TRUE,46,"RimborsoalVolo.it ",2023-10-20 20:42:18
"Sono fantastici",5,"Sono fantastici. A me hanno fatto riavere i soldi del biglietto che ho dovuto acquistare la sera prima di partire causa la cancellazione del volo prenotato in precedenza. Dal mese di marzo ho ricevuto i miei soldi 3 giorni fa quindi intorno ai 7 mesi e penso sia un tempo brevissimo per queste transazioni quindi per me questo team di avvocati sono stati formidabili e li consiglio a tutti",TRUE,46,"RimborsoalVolo.it ",2023-10-20 20:37:37
"Ottimo servizio",5,"Ho recuperato gran parte dei costi extra che ho dovuto sostenere a causa di un volo cancellato senza preavviso. Ottimo servizio, consigliato",TRUE,46,"RimborsoalVolo.it ",2023-10-20 18:43:45
"La mia opinione",5,"Prima di chiedere aiuto a Rimborso al volo avevo provato a chiedere il rimborso per ritardo in autonomia alla compagnia aerea. Sto aspettando ancora oggi una risposta. Con il loro supporto ho già sul conto il rimborso che abbiamo richiesto.C’è solo un aggettivo per descrivere questo Servizio: ottimo.",TRUE,46,"RimborsoalVolo.it ",2023-10-20 16:18:19
"Compili i dati e dopo qualche mese ti…",5,"Compili i dati e dopo qualche mese ti arriva il bonifico senza alcun costo e detrazione.Non so come facciamo a stare in piedi ma è così. Anche i miei amici lo hanno usato e, con tempistiche diverse, tutti hanno ricevuto il bonifico.",TRUE,46,"RimborsoalVolo.it ",2023-10-20 15:11:35
"GLi unici che ti aiutano davvero a far…",4,"GLi unici che ti aiutano davvero a far valere i propri diritti.Unica pecca è che bisogna sempre aspettare un annetto per il risarcimento.Grazie ancora",TRUE,47,"RimborsoalVolo.it ",2023-10-20 10:40:41
"Mi sono rivolto a rimborsoalvolo.it per…",5,"Mi sono rivolto a rimborsoalvolo.it per risolvere un rimborso relativo ad un volo Wizzair cancellato …Devo dire che l’assistenza è stata perfetta sia nella comunicazione che nella gestione di tutti i momenti. Tutto si è svolto come da loro anticipato e personalmente non ho sostenuto nessun costo.Per chi ha necessità simili alle mie vi consiglio vivamente di farvi seguire da Loro.",TRUE,47,"RimborsoalVolo.it ",2023-10-20 07:30:56
"Super consigliato!",5,NA,TRUE,47,"RimborsoalVolo.it ",2023-10-19 21:14:09
"Ottima esperienza",5,"Sono contenta di aver avuto il mio rimborso grazie a voi, i tempi delle pratiche sono molto lenti ma l'importante è il finale.",TRUE,47,"RimborsoalVolo.it ",2023-10-19 21:05:32
"Competenti",5,"Disponibili, chiari, aggiornano sempre su come sta procedendo la richiesta",FALSE,47,"RimborsoalVolo.it ",2023-10-19 18:45:59
"Compagnia Top!",5,"Abbiamo avuto problemi con una compagnia aerea, e il team di rimborsoaalvolo ci ha dato modo di ricevere il rimborso con risposte celeri e professionali.Ci hanno sempre tenuti aggiornati sullo stato della pratica e sono sempre stati super disponibili! Grazie!",TRUE,47,"RimborsoalVolo.it ",2023-10-19 17:31:22
"Professionalità",5,"Professionalità . Tempistiche confermateGrazie",TRUE,47,"RimborsoalVolo.it ",2023-10-19 16:48:26
"ottimo",5,"ottimo! mi sono trovata benissimo, non ci speravo e invece ho ottenuto il mio rimborso :)",TRUE,47,"RimborsoalVolo.it ",2023-10-19 15:01:31
"Molto soddisfatto",5,"Gestito tutto con estrema autonomia e precisione. Ho dovuto fornire solo le informazioni Aggiuntive richieste e attendere. I tempi non sono corti. Ma il risultato è molto soddisfacente",TRUE,47,"RimborsoalVolo.it ",2023-10-19 14:07:58
"Semplicemente fantastici",5,"Ciao a tutti,con meno di una anno sono riuscito ad ottenere il rimborso, seri competenti e professionali.Renato",TRUE,47,"RimborsoalVolo.it ",2023-10-19 13:35:45
"Soddisfatto",5,"Ci è voluto un po' di tempo, ma alla fine mi è stato rimborsato tutto.",TRUE,47,"RimborsoalVolo.it ",2023-10-19 12:28:37
"Mi sono trovata benissimo",5,"Mi sono trovata benissimo, sono stati di aiuto, i tempi sono lunghi ma ne vale la pena",TRUE,47,"RimborsoalVolo.it ",2023-10-19 09:42:04
"Rimborso per ritardo volo aereo",5,"Ringrazio RimborsoalVolo per efficienza e serietà dimostrata. Mi hanno tenuta costantemente aggiornata sulla pratica di rimborso per ritardo volo aereo. Il Rimborso arrivato molto prima di quanto previsto.Assolutamente consigliati loro servizi.",TRUE,47,"RimborsoalVolo.it ",2023-10-19 09:30:41
"Molto Positivo",4,"Molto Positivo. Risarcimento ottenuto facendo tutte le pratiche online senza spese di burocrazia o commissioni a carico. Tempistica un po' lunga ma non penso dipenda da ""Rimborso volo""",TRUE,47,"RimborsoalVolo.it ",2023-10-19 08:25:24
"Ho ricevuto quasi l'intera somma del…",5,"Ho ricevuto quasi l'intera somma del volo che sinceramente credevo persa",TRUE,47,"RimborsoalVolo.it ",2023-10-18 21:58:45
"Grazie",5,"Non credevo potesse funzionare ma invece con gran sorpresa ho ricevuto, dopo un paio di mesi, il rimborso per un volo cancellato! Non sono solita a lasciare recensioni ma siete il TOP!",TRUE,47,"RimborsoalVolo.it ",2023-10-18 20:09:24
"Ottima assistenza e comunicazione",5,"Ottima assistenza e comunicazione. Piena soddisfazione dell'obiettivo raggiunto. Estrema facilità ed efficacia nella gestione documentale",TRUE,47,"RimborsoalVolo.it ",2023-10-18 16:51:42
"Rimborso completo per volo cancellato",5,"Dopo 1 anno è arrivato il rimborso completo per un volo cancellato da Wizz Air, efficienza al 100%.",TRUE,47,"RimborsoalVolo.it ",2023-10-18 13:51:19
